journal_name,pub_name,journal_id,price,price_date_stamp,category
Technology Knowledge and Learning,Springer,2211-1670,3000,2016-08-11,NA
TechTrends,Springer,1559-7075,3000,2016-08-11,NA
Telecommunication Systems,Springer,1572-9451,3000,2016-08-11,NA
TEST,Springer,1863-8260,3000,2016-08-11,NA
Thalassas: An International Journal of Marine Sciences,Springer,2366-1674,3000,2016-08-11,NA
Theoretical and Applied Climatology,Springer,1434-4483,3000,2016-08-11,NA
Theoretical and Applied Genetics,Springer,1432-2242,3000,2016-08-11,NA
Theoretical Chemistry Accounts,Springer,1432-2234,3000,2016-08-11,NA
Theoretical and Computational Fluid Dynamics,Springer,1432-2250,3000,2016-08-11,NA
Theoretical Ecology,Springer,1874-1746,3000,2016-08-11,NA
Theoretical and Experimental Plant Physiology,Springer,2197-0025,3000,2016-08-11,NA
Theoretical Medicine and Bioethics,Springer,1573-1200,3000,2016-08-11,NA
Theory in Biosciences,Springer,1611-7530,3000,2016-08-11,NA
Theory of Computing Systems,Springer,1433-0490,3000,2016-08-11,NA
Theory and Decision,Springer,1573-7187,3000,2016-08-11,NA
Theory and Society,Springer,1573-7853,3000,2016-08-11,NA
Tissue Engineering and Regenerative Medicine,Springer,2212-5469,3000,2016-08-11,NA
TOP,Springer,1863-8279,3000,2016-08-11,NA
Topics in Catalysis,Springer,1572-9028,3000,2016-08-11,NA
Topics in Current Chemistry,Springer,2364-8961,3000,2016-08-11,NA
Topoi,Springer,1572-8749,3000,2016-08-11,NA
Transformation Groups,Springer,1531-586X,3000,2016-08-11,NA
Transgenic Research,Springer,1573-9368,3000,2016-08-11,NA
Transition Metal Chemistry,Springer,1572-901X,3000,2016-08-11,NA
Translational Behavioral Medicine,Springer,1613-9860,3000,2016-08-11,NA
Translational Stroke Research,Springer,1868-601X,3000,2016-08-11,NA
Transport in Porous Media,Springer,1573-1634,3000,2016-08-11,NA
Transportation,Springer,1572-9435,3000,2016-08-11,NA
Transportation in Developing Economies,Springer,2199-9295,3000,2016-08-11,NA
Transportation Infrastructure Geotechnology,Springer,2196-7210,3000,2016-08-11,NA
Trauma und Berufskrankheit,Springer,1436-6282,3000,2016-08-11,NA
Tree Genetics & Genomes,Springer,1614-2950,3000,2016-08-11,NA
Trees,Springer,1432-2285,3000,2016-08-11,NA
Trends in Organized Crime,Springer,1936-4830,3000,2016-08-11,NA
Tribology Letters,Springer,1573-2711,3000,2016-08-11,NA
Tropical Animal Health and Production,Springer,1573-7438,3000,2016-08-11,NA
Tropical Plant Biology,Springer,1935-9764,3000,2016-08-11,NA
Tropical Plant Pathology,Springer,1983-2052,3000,2016-08-11,NA
Tumor Biology,Springer,1423-0380,3000,2016-08-11,NA
Der Unfallchirurg,Springer,1433-044X,3000,2016-08-11,NA
Universal Access in the Information Society,Springer,1615-5297,3000,2016-08-11,NA
Updates in Surgery,Springer,2038-3312,3000,2016-08-11,NA
Urban Ecosystems,Springer,1573-1642,3000,2016-08-11,NA
Urban Forum,Springer,1874-6330,3000,2016-08-11,NA
The Urban Review,Springer,1573-1960,3000,2016-08-11,NA
Urolithiasis,Springer,2194-7236,3000,2016-08-11,NA
Der Urologe,Springer,1433-0563,3000,2016-08-11,UROLOGY
User Modeling and User-Adapted Interaction,Springer,1573-1391,3000,2016-08-11,NA
uwf UmweltWirtschaftsForum,Springer,1432-2293,3000,2016-08-11,NA
Vegetation History and Archaeobotany,Springer,1617-6278,3000,2016-08-11,NA
Veterinary Research Communications,Springer,1573-7446,3000,2016-08-11,NA
Vietnam Journal of Mathematics,Springer,2305-2228,3000,2016-08-11,NA
Virchows Archiv,Springer,1432-2307,3000,2016-08-11,NA
Virologica Sinica,Springer,1995-820X,3000,2016-08-11,NA
Virtual Reality,Springer,1434-9957,3000,2016-08-11,NA
Virus Genes,Springer,1572-994X,3000,2016-08-11,NA
The Visual Computer,Springer,1432-2315,3000,2016-08-11,NA
The VLDB Journal,Springer,0949-877X,3000,2016-08-11,NA
Vocations and Learning,Springer,1874-7868,3000,2016-08-11,NA
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations,Springer,1573-7888,3000,2016-08-11,NA
Waste and Biomass Valorization,Springer,1877-265X,3000,2016-08-11,NA
Water Air & Soil Pollution,Springer,1573-2932,3000,2016-08-11,NA
Water Conservation Science and Engineering,Springer,2364-5687,3000,2016-08-11,NA
Water History,Springer,1877-7244,3000,2016-08-11,NA
Water Resources Management,Springer,1573-1650,3000,2016-08-11,NA
Welding in the World,Springer,1878-6669,3000,2016-08-11,NA
Wetlands,Springer,1943-6246,3000,2016-08-11,NA
Wetlands Ecology and Management,Springer,1572-9834,3000,2016-08-11,NA
Wiener klinische Wochenschrift,Springer,1613-7671,3000,2016-08-11,NA
Wiener klinische Wochenschrift Education,Springer,1863-3765,3000,2016-08-11,NA
Wiener klinisches Magazin,Springer,1613-7817,3000,2016-08-11,NA
Wiener Medizinische Wochenschrift,Springer,1563-258X,3000,2016-08-11,NA
Wireless Networks,Springer,1572-8196,3000,2016-08-11,NA
Wireless Personal Communications,Springer,1572-834X,3000,2016-08-11,NA
Wirtschaftsdienst,Springer,1613-978X,3000,2016-08-11,NA
wissen kompakt,Springer,2190-3816,3000,2016-08-11,NA
WMU Journal of Maritime Affairs,Springer,1654-1642,3000,2016-08-11,NA
Wood Science and Technology,Springer,1432-5225,3000,2016-08-11,NA
World Journal of Microbiology and Biotechnology,Springer,1573-0972,3000,2016-08-11,NA
World Journal of Surgery,Springer,1432-2323,3000,2016-08-11,NA
World Journal of Urology,Springer,1433-8726,3000,2016-08-11,NA
World Wide Web,Springer,1573-1413,3000,2016-08-11,NA
ZDM,Springer,1863-9704,3000,2016-08-11,NA
Zoomorphology,Springer,1432-234X,3000,2016-08-11,NA
AAPS Open,Springer,2364-9534,2500,2016-08-11,NA
In Silico Pharmacology,Springer,2193-9616,1350,2016-08-11,NA
Asian Journal of Sustainability and Social Responsibility,Springer,2365-6417,0,2016-08-11,NA
Decision Analytics,Springer,2193-8636,1085,2016-08-11,NA
International Journal of Corporate Social Responsibility,Springer,2366-0074,980,2016-08-11,NA
International Journal of Quality Innovation,Springer,2363-7021,980,2016-08-11,NA
Journal of Chinese Management,Springer,2195-9897,0,2016-08-11,NA
Journal of Global Entrepreneurship Research,Springer,2251-7316,0,2016-08-11,NA
Journal of Innovation and Entrepreneurship,Springer,2192-5372,1085,2016-08-11,NA
Journal of Open Innovation: Technology Market and Complexity,Springer,2199-8531,800,2016-08-11,NA
Journal of Organization Design,Springer,2245-408X,0,2016-08-11,NA
Journal of Shipping and Trade,Springer,2364-4575,800,2016-08-11,NA
Technology Innovation and Education,Springer,2197-9855,1085,2016-08-11,NA
Bioresources and Bioprocessing,Springer,2197-4365,0,2016-08-11,NA
Chemistry Central Journal,Springer,1752-153X,1890,2016-08-11,FOOD SCIENCE
International Journal of Food Contamination,Springer,2196-2804,1750,2016-08-11,NA
Journal of Analytical Science and Technology,Springer,2093-3371,0,2016-08-11,NA
Journal of Cheminformatics,Springer,1758-2946,1890,2016-08-11,MOLECULAR AND CELL BIOLOGY
Sustainable Chemical Processes,Springer,2043-7129,1140,2016-08-11,NA
Textiles and Clothing Sustainability,Springer,2197-9936,1030,2016-08-11,NA
Applied Informatics,Springer,2196-0089,1230,2016-08-11,NA
EPJ Data Science,Springer,2193-1127,1230,2016-08-11,NA
Human-centric Computing and Information Sciences,Springer,2192-1962,0,2016-08-11,NA
International Journal of Educational Technology in Higher Education,Springer,2365-9440,0,2016-08-11,NA
IPSJ Transactions on Computer Vision and Applications,Springer,1882-6695,800,2016-08-11,NA
Journal of Big Data,Springer,2196-1115,1155,2016-08-11,NA
Journal of Cloud Computing,Springer,2192-113X,905,2016-08-11,NA
Journal of Interaction Science,Springer,2194-0827,860,2016-08-11,NA
Journal of Internet Services and Applications,Springer,1869-0238,1085,2016-08-11,NA
Journal of Software Engineering Research and Development,Springer,2195-1721,1085,2016-08-11,NA
Journal of the Brazilian Computer Society,Springer,1678-4804,1085,2016-08-11,NA
Journal of Trust Management,Springer,2196-064X,1085,2016-08-11,NA
mUX: The Journal of Mobile User Experience,Springer,2196-873X,910,2016-08-11,NA
Security Informatics,Springer,2190-8532,1085,2016-08-11,NA
Smart Learning Environments,Springer,2196-7091,1085,2016-08-11,NA
Evidence-Based Endodontics,Springer,2364-9526,1635,2016-08-11,NA
International Journal of Implant Dentistry,Springer,2198-4034,0,2016-08-11,NA
Maxillofacial Plastic and Reconstructive Surgery,Springer,2288-8586,1780,2016-08-11,NA
Progress in Orthodontics,Springer,2196-1042,0,2016-08-11,NA
Earth Perspectives,Springer,2194-6434,1350,2016-08-11,NA
Earth Planets and Space,Springer,1880-5981,1105,2016-08-11,NA
Geochemical Transactions,Springer,1467-4866,1140,2016-08-11,NA
Geoscience Letters,Springer,2196-4092,980,2016-08-11,NA
Geothermal Energy,Springer,2195-9706,0,2016-08-11,NA
Journal of Applied Volcanology,Springer,2191-5040,1290,2016-08-11,NA
Progress in Earth and Planetary Science,Springer,2197-4284,1230,2016-08-11,NA
Agricultural and Food Economics,Springer,2193-7532,650,2016-08-11,NA
Brazilian Journal of Science and Technology,Springer,2196-288X,645,2016-08-11,NA
China Finance and Economic Review,Springer,2196-5633,0,2016-08-11,NA
Environmental Systems Research,Springer,2193-2697,1085,2016-08-11,NA
Financial Innovation,Springer,2199-4730,0,2016-08-11,NA
IZA Journal of European Labor Studies,Springer,2193-9012,0,2016-08-11,NA
IZA Journal of Labor & Development,Springer,2193-9020,0,2016-08-11,NA
IZA Journal of Labor Economics,Springer,2193-8997,0,2016-08-11,NA
IZA Journal of Labor Policy,Springer,2193-9004,0,2016-08-11,NA
IZA Journal of Migration,Springer,2193-9039,0,2016-08-11,NA
Journal of Economic Structures,Springer,2193-2409,0,2016-08-11,NA
Latin American Economic Review,Springer,2196-436X,0,2016-08-11,NA
Triple Helix,Springer,2197-1927,1140,2016-08-11,NA
Asia-Pacific Science Education,Springer,2364-1177,800,2016-08-11,NA
Asian-Pacific Journal of Second and Foreign Language Education,Springer,2363-5169,0,2016-08-11,NA
Empirical Research in Vocational Education and Training,Springer,1877-6345,0,2016-08-11,NA
Fields Mathematics Education Journal,Springer,1925-6639,0,2016-08-11,NA
International Journal for Educational Integrity,Springer,1833-2595,1030,2016-08-11,NA
International Journal of Child Care and Education Policy,Springer,2288-6729,0,2016-08-11,NA
International Journal of STEM Education,Springer,2196-7822,1105,2016-08-11,NA
Language Testing in Asia,Springer,2229-0443,1085,2016-08-11,NA
Large-scale Assessments in Education,Springer,2196-0739,0,2016-08-11,NA
Multilingual Education,Springer,2191-5059,1085,2016-08-11,NA
Research and Practice in Technology Enhanced Learning,Springer,1793-7078,0,2016-08-11,NA
Video Journal of Education and Pedagogy,Springer,2364-4583,0,2016-08-11,NA
Future Cities and Environment,Springer,2363-9075,1135,2016-08-11,NA
Protection and Control of Modern Power Systems,Springer,2367-0983,0,2016-08-11,NA
Renewables: Wind Water and Solar,Springer,2198-994X,980,2016-08-11,NA
Advanced Modeling and Simulation in Engineering Sciences,Springer,2213-7467,1230,2016-08-11,NA
Asia Pacific Journal on Computational Engineering,Springer,2196-1166,1350,2016-08-11,NA
Computational Cognitive Science,Springer,2195-3961,0,2016-08-11,NA
Energy Sustainability and Society,Springer,2192-0567,1140,2016-08-11,NA
EURASIP Journal on Advances in Signal Processing,Springer,1687-6180,1420,2016-08-11,NA
EURASIP Journal on Audio Speech and Music Processing,Springer,1687-4722,1160,2016-08-11,NA
EURASIP Journal on Bioinformatics and Systems Biology,Springer,1687-4153,840,2016-08-11,NA
EURASIP Journal on Embedded Systems,Springer,1687-3963,980,2016-08-11,NA
EURASIP Journal on Image and Video Processing,Springer,1687-5281,1350,2016-08-11,NA
EURASIP Journal on Information Security,Springer,1687-417X,775,2016-08-11,NA
EURASIP Journal on Wireless Communications and Networking,Springer,1687-1499,1420,2016-08-11,NA
Fire Science Reviews,Springer,2193-0414,1155,2016-08-11,NA
In Silico Cell and Tissue Science,Springer,2196-050X,1030,2016-08-11,NA
Journal of Computational Surgery,Springer,2194-3990,1465,2016-08-11,NA
Journal of Frugal Innovation,Springer,2197-7917,1030,2016-08-11,NA
Journal of Remanufacturing,Springer,2210-4690,1085,2016-08-11,NA
Journal of Solid State Lighting,Springer,2196-1107,1230,2016-08-11,NA
Mechanics of Advanced Materials and Modern Processes,Springer,2198-7874,0,2016-08-11,NA
Micro and Nano Systems Letters,Springer,2213-9621,0,2016-08-11,NA
ROBOMECH Journal,Springer,2197-4225,1165,2016-08-11,NA
Robotics and Biomimetics,Springer,2197-3768,1230,2016-08-11,NA
Scientific Phone Apps and Mobile Devices,Springer,2364-4958,1475,2016-08-11,NA
Smart Water,Springer,2198-2619,980,2016-08-11,NA
Visualization in Engineering,Springer,2213-7459,1350,2016-08-11,NA
Carbon Balance and Management,Springer,1750-0680,1230,2016-08-11,NA
Ecological Processes,Springer,2192-1709,0,2016-08-11,NA
Environmental Sciences Europe,Springer,2190-4715,1085,2016-08-11,NA
Geoenvironmental Disasters,Springer,2197-8670,980,2016-08-11,NA
Pastoralism,Springer,2041-7136,1355,2016-08-11,NA
City Territory and Architecture,Springer,2195-2701,0,2016-08-11,NA
Open Geospatial Data Software and Standards,Springer,2363-7501,840,2016-08-11,NA
The Journal of Global Positioning Systems,Springer,1446-3164,0,2016-08-11,NA
Journal of International Humanitarian Action,Springer,2364-3404,0,2016-08-11,NA
AMB Express,Springer,2191-0855,2145,2016-08-11,NA
Botanical Studies,Springer,1999-3110,735,2016-08-11,NA
Chemical and Biological Technologies in Agriculture,Springer,2196-5641,1230,2016-08-11,NA
Forest Ecosystems,Springer,2197-5620,0,2016-08-11,NA
New Zealand Journal of Forestry Science,Springer,1179-5395,0,2016-08-11,NA
Rice,Springer,1939-8433,1965,2016-08-11,NA
Functional Linguistics,Springer,2196-419X,0,2016-08-11,NA
3D-Printed Materials and Systems,Springer,2363-8389,1290,2016-08-11,NA
Advanced Structural and Chemical Imaging,Springer,2198-0926,1350,2016-08-11,NA
Applied Adhesion Science,Springer,2196-4351,645,2016-08-11,NA
Cancer Nanotechnology,Springer,1868-6966,1230,2016-08-11,NA
Heritage Science,Springer,2050-7445,1140,2016-08-11,NA
Integrating Materials and Manufacturing Innovation,Springer,2193-9772,1500,2016-08-11,NA
Nano Convergence,Springer,2196-5404,0,2016-08-11,NA
Nanoscale Research Letters,Springer,1556-276X,1420,2016-08-11,NA
Advances in Difference Equations,Springer,1687-1847,980,2016-08-11,NA
Boundary Value Problems,Springer,1687-2770,980,2016-08-11,NA
Complex Adaptive Systems Modeling,Springer,2194-3206,1085,2016-08-11,NA
Complex Analysis and its Synergies,Springer,2197-120X,1140,2016-08-11,NA
Computational Social Networks,Springer,2197-4314,1140,2016-08-11,NA
Fixed Point Theory and Applications,Springer,1687-1812,1140,2016-08-11,NA
Journal of Inequalities and Applications,Springer,1029-242X,1140,2016-08-11,NA
Journal of Mathematics in Industry,Springer,2190-5983,1350,2016-08-11,NA
Journal of Uncertainty Analysis and Applications,Springer,2195-5468,0,2016-08-11,NA
Mathematics-in-Industry Case Studies,Springer,1913-4967,0,2016-08-11,NA
Pacific Journal of Mathematics for Industry,Springer,2198-4115,0,2016-08-11,NA
Probability Uncertainty and Quantitative Risk,Springer,2367-0126,0,2016-08-11,NA
Research in Number Theory,Springer,2363-9555,1085,2016-08-11,NA
Research in the Mathematical Sciences,Springer,2197-9847,980,2016-08-11,NA
The Journal of Mathematical Neuroscience,Springer,2190-8567,1355,2016-08-11,NA
3D Printing in Medicine,Springer,2365-6271,1750,2016-08-11,NA
Annals of Intensive Care,Springer,2110-5820,1965,2016-08-11,NA
Clinical and Translational Medicine,Springer,2001-1326,1890,2016-08-11,NA
Clinical Phytoscience,Springer,2199-1197,0,2016-08-11,NA
Critical Ultrasound Journal,Springer,2036-7902,1965,2016-08-11,NA
EJNMMI Physics,Springer,2197-7364,1750,2016-08-11,NA
EJNMMI Radiopharmacy and Chemistry,Springer,2365-421X,1510,2016-08-11,NA
EJNMMI Research,Springer,2191-219X,1965,2016-08-11,NA
Health Economics Review,Springer,2191-1991,1085,2016-08-11,NA
Intensive Care Medicine Experimental,Springer,2197-425X,1750,2016-08-11,NA
International Journal of Bipolar Disorders,Springer,2194-7511,1750,2016-08-11,NA
International Journal of Emergency Medicine,Springer,1865-1380,1600,2016-08-11,NA
JA Clinical Reports,Springer,2363-9024,1535,2016-08-11,NA
Journal of Experimental Orthopaedics,Springer,2197-1153,1750,2016-08-11,NA
Journal of Ophthalmic Inflammation and Infection,Springer,1869-5760,1780,2016-08-11,NA
Molecular and Cellular Pediatrics,Springer,2194-7791,0,2016-08-11,NA
Sports Medicine - Open,Springer,2198-9761,1595,2016-08-11,NA
Surgical Case Reports,Springer,2198-7793,1535,2016-08-11,NA
The Journal of Headache and Pain,Springer,1129-2377,1965,2016-08-11,NA
International Journal of Dharma Studies,Springer,2196-8802,0,2016-08-11,NA
Life Sciences Society and Policy,Springer,2195-7819,0,2016-08-11,NA
Applied Network Science,Springer,2364-8228,1290,2016-08-11,NA
Cancer Convergence,Springer,2366-6196,1475,2016-08-11,NA
Computational Astrophysics and Cosmology,Springer,2197-7909,1230,2016-08-11,NA
EPJ Nonlinear Biomedical Physics,Springer,2195-0008,1230,2016-08-11,NA
EPJ Quantum Technology,Springer,2196-0763,1350,2016-08-11,NA
EPJ Techniques and Instrumentation,Springer,2195-7045,1230,2016-08-11,NA
Infrastructure Complexity,Springer,2196-3258,1230,2016-08-11,NA
Journal of the European Optical Society-Rapid Publications,Springer,1990-2573,1660,2016-08-11,PHYSICS AND CHEMISTRY
Bandung: Journal of the Global South,Springer,2198-3534,980,2016-08-11,NA
Cognitive Research,Springer,2365-7464,0,2016-08-11,NA
Psicologia: ReflexÃ£o e CrÃ_tica,Springer,1678-7153,1030,2016-08-11,NA
Psychology of Well-Being,Springer,2211-1522,1085,2016-08-11,NA
SpringerPlus,Springer,2193-1801,1290,2016-08-11,NA
Asian Journal of Gambling Issues and Public Health,Springer,2195-3007,980,2016-08-11,NA
Asian Journal of German and European Studies,Springer,2199-4579,0,2016-08-11,NA
Comparative Migration Studies,Springer,2214-594X,0,2016-08-11,NA
Crime Science,Springer,2193-7680,1140,2016-08-11,NA
Genus,Springer,2035-5556,0,2016-08-11,NA
Health & Justice,Springer,2194-7899,1140,2016-08-11,NA
Journal of Chinese Studies,Springer,2199-868X,1030,2016-08-11,NA
Maritime Studies,Springer,2212-9790,1085,2016-08-11,NA
The Journal of Chinese Sociology,Springer,2198-2635,0,2016-08-11,NA
Injury Epidemiology,Springer,2197-1714,1140,2016-08-11,NA
Journal of Statistical Distributions and Applications,Springer,2195-5832,1085,2016-08-11,NA
Advanced Science,Wiley,2195-1071,4500,2016-08-11,PHYSICS AND CHEMISTRY
Aging Cell,Wiley,1098-2337,2900,2016-08-11,NA
Annals of Clinical and Translational Neurology,Wiley,1744-7348,3000,2016-08-11,NA
Bioengineering & Translational Medicine,Wiley,1521-186X,1800,2016-08-11,NA
Brain and Behavior,Wiley,1095-8339,2700,2016-08-11,NA
Cancer Science,Wiley,1365-2168,2430,2016-08-11,NA
ChemistryOpen,Wiley,1861-471X,3000,2016-08-11,NA
Clinical and Experimental Dental Research,Wiley,1098-2353,2250,2016-08-11,NA
