Domain_English,Field_English,SubField_English,1.01 SEQ,Source_title,issn,essn,smsid,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Mineralium Deposita,0026-4598,1432-1866,111397,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Mountain Geologist,0027-254X,,103903,
Natural Sciences,Earth & Environmental Sciences,Geology,161,New Mexico Geology,0196-948X,,117191,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Norsk Geologisk Tiddsskrift,0029-196X,0801-4736,118740,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Northeastern Geology,0194-1453,,100423,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Ore Geology Reviews,0169-1368,,109373,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Precambrian Research,0301-9268,,108717,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Revista de la Asociacion Geologica Argentina,0004-4822,,115152,
Natural Sciences,Earth & Environmental Sciences,Geology,161,"Revista Geografica de Chile ""Terra Australis'",0716-0208,0717-618X,111389,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Revista Mexicana de Ciencias Geologicas,1026-8774,,108711,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Scottish Journal of Geology,0036-9276,,118086,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Sedimentary Geology,0037-0738,,119004,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Sedimentology,0037-0746,1365-3091,105983,
Natural Sciences,Earth & Environmental Sciences,Geology,161,South African journal of geology : being the transactions of the Geological Society of South Africa = Suid-Afrikaanse tydskrif vir geologie : syndie die verhandelinge van die Geologiese Vereniging van Suid-Afrika,1012-0750,,117941,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Southeastern Geology,0038-3678,,112730,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Special Paper - Geological Survey of Finland,0782-8535,,118727,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Stratigraphy and Geological Correlation,0869-5938,1555-6263,100797,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Terra Antarctica,1122-8628,,126689,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Transactions - Royal Society of Edinburgh: Earth Sciences,0263-5933,1473-4568,113358,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Turkish Journal of Earth Sciences,1300-0985,,107615,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Tutkimusraportti - Geologian Tutkimuskeskus,0781-4240,,122105,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Acta Geophysica,1895-6572,1895-7455,108834,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Acta Meteorologica Sinica,0894-0525,,115277,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Advances in Atmospheric Sciences,0256-1530,1861-9533,108801,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Advances in Geosciences,1680-7340,1680-7359,120288,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Aerosol and Air Quality Research,1680-8584,,127979,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Aerosol Science & Technology,0278-6826,1521-7388,118220,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Agricultural and Forest Meteorology,0168-1923,,118868,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Annales Geophysicae,0992-7689,1432-0576,120721,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Annals of Glaciology,0260-3055,,119250,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Antarctic Record,0085-7289,,106446,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Atmosfera,0187-6236,,114605,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Atmosphere - Ocean,0705-5900,,101696,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Atmospheric Chemistry and Physics,1680-7316,1680-7324,108282,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Atmospheric Chemistry and Physics Discussions,1680-7367,1680-7375,114879,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Atmospheric Environment,1352-2310,,113285,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Atmospheric Measurement Techniques,1867-1381,1867-8548,140808,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Atmospheric Research,0169-8095,,106098,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Atmospheric Science Letters,,1530-261X,100236,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Australian Meteorological Magazine,0004-9743,,110959,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Biogeosciences,1726-4170,1726-4189,120092,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Biogeosciences Discussions,1810-6277,1810-6285,102282,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Boreal environment research : an international interdisciplinary journal,1239-6095,,106667,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Boundary-Layer Meteorology,0006-8314,1573-1472,104762,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Bulletin of the American Meteorological Society,0003-0007,1520-0477,116643,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Carbon Balance and Management,,1750-0680,126913,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Chemosphere - Global Change Science,1465-9972,,127283,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Climate Dynamics,0930-7575,1432-0894,101356,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Climate Research,0936-577X,1616-1572,111567,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Climatic Change,0165-0009,1573-1480,118766,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Cold Regions Science and Technology,0165-232X,,104305,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Contributions to Atmospheric Physics,0005-8173,,115525,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Contributions to Geophysics and Geodesy,1335-2806,,115041,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Cosmic Research,0010-9525,1608-3075,100083,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,D L R - Forschungsberichte,1434-8454,,121536,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Dynamics of Atmospheres and Oceans,0377-0265,,118620,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Earth Interactions,1087-3562,,141459,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Earth Observation and Remote Sensing,1024-5251,,109588,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Earth Observation Quarterly,0256-596X,1608-4780,121290,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Earth System Monitor,1068-2678,,113846,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,"Earth, Planets and Space",1343-8832,,103411,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Earth's Cryosphere,1560-7496,,130292,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,EM: Air and Waste Management Association's Magazine for Environmental Managers,1088-9981,1079-7343,101149,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Environmental Fluid Mechanics,1567-7419,1573-1510,119014,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Environmental Research Letters,1748-9318,1748-9326,113612,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Eos,0096-3941,,126489,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Geofizika,0352-3659,,110218,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Geomagnetism and Aeronomy,0016-7932,1555-645X,125182,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Geomagnetizm i Aeronomiya,0016-7940,,132476,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Geophysica,0367-4231,,104282,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Geophysical Research Letters,0094-8276,,111935,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Global Atmosphere and Ocean System,1023-6732,,120182,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Global Biogeochemical Cycles,0886-6236,,112484,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,GPS Solutions,1080-5370,1521-1886,126925,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Greener Management International,0966-9671,,121708,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Hrvatski Meteoroloski Casopis/Croatian Meteorological Journal,1330-0083,,112953,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Indian Journal of Radio and Space Physics,0367-8393,,116695,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,International Hydrographic Review,0020-6946,,103006,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,International Journal of Biometeorology,0020-7128,1432-1254,117918,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,International Journal of Climatology,0899-8418,1097-0088,105981,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Izvestiya Akademii Nauk Fizika Atmosfery i Okeana,0002-3515,,134674,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,"Izvestiya, Atmospheric and Oceanic Physics",0001-4338,1555-628X,107952,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Johns Hopkins APL technical digest,0270-5214,,100676,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Journal of Aerosol Science,0021-8502,,119089,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Journal of Applied Meteorology,0894-8763,1520-0450,112116,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Journal of Applied Meteorology and Climatology,1558-8424,1558-8432,101241,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Journal of Atmospheric and Oceanic Technology,0739-0572,1520-0426,108408,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Journal of Atmospheric and Solar-Terrestrial Physics,1364-6826,,103322,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Journal of Atmospheric Chemistry,0167-7764,1573-0662,115937,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Journal of Climate,0894-8755,1520-0442,110427,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Journal of Geodesy,0949-7714,1432-1394,114244,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Journal of Geophysical Research,0148-0227,,116253,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Journal of Glaciology,0022-1430,,105833,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Journal of Global Environmental Engineering,1341-1268,,118047,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Journal of Hydrometeorology,1525-755X,1525-7541,110640,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Journal of Meteorology,0307-5966,,120748,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Journal of Quantitative Spectroscopy & Radiative Transfer,0022-4073,,112994,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Journal of the Air & Waste Management Association (1995),1096-2247,,116538,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Journal of the Atmospheric Sciences,0022-4928,1520-0469,113275,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Journal of the Communications Research Laboratory,0914-9260,,111876,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Journal of the Geodetic Society of Japan,0038-0830,,110411,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,"Journal of the Hokkaido University, Faculty of Science, Series VII: Geophysics",0441-067X,,130175,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Journal of the Meteorological Society of Japan,0026-1165,,114944,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Marine Geodesy,0149-0419,1521-060X,113270,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Meteorological Applications,1350-4827,1469-8080,114179,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Meteorologische Zeitschrift,0941-2948,,103343,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Meteorology and Atmospheric Physics,0177-7971,1436-5065,112042,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Mitigation and Adaptation Strategies for Global Change,1381-2386,1573-1596,114383,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,"Mitteilungen - Versuchsanstat für Wasserbau, Hydrologie und Glaziologie, ETH Zurich",0374-0056,,121705,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Monthly Weather Review,0027-0644,1520-0493,109030,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,Nature Geoscience,1752-0894,1752-0908,132089,
Natural Sciences,Earth & Environmental Sciences,Meteorology & Atmospheric Sciences,162,"Navigation, Journal of the Institute of Navigation",0028-1522,,107495,
