"issn","journal_name","pub_name",is_hybrid,"category","url"
"2477-698X","Khazanah Informatika","Muhammadiyah University Press",0,"Science","http://journals.ums.ac.id/index.php/khif/"
"2477-796X","Cendekia: Jurnal Kependidikan Dan Kemasyarakatan","STAIN Ponorogo",0,"Education","http://jurnal.stainponorogo.ac.id/index.php/cendekia"
"2477-8397","Religi: Jurnal Studi Islam","Universitas Pesantren Tinggi Darul Ulum (Unipdu) Jombang",0,"Philosophy. Psychology. Religion","http://journal.unipdu.ac.id/index.php/religi/index"
"2477-9261","Mayéutica: Revista Científica De Humanidades Y Artes ","Universidad Centroccidental Lisandro Alvarado",0,"Fine Arts | Language and Literature","http://bibvirtual.ucla.edu.ve/mayeutica/"
"2477-9342","Revista Investigación Y Formación Pedagógica","Universidad Pedagógica Experimental Libertador",0,"Education","http://revistas.upel.edu.ve/index.php/revinvformpedag/index"
"2477-9539","Gaceta Técnica"," Universidad Centroccidental Lisandro Alvarado",0,"Technology","http://gacetatecnica.blogspot.com/"
"2477-9660","Publicaciones en Ciencias Y TecnologíA","Universidad Centroccidental Lisandro Alvarado",0,"Technology | Science","http://bibvirtual.ucla.edu.ve/pcyt/"
"2478-107X","Social Affairs","WUFI",0,"Social Sciences","http://socialaffairsjournal.com/index.php"
"2479-2482","International Journal of Medical Science and Public Health","nan",0,NULL,""
"2483-2486","International Journal of Medical Science and Public Health","nan",0,NULL,""
"2487-2492","International Journal of Medical Science and Public Health","nan",0,NULL,""
"2491-9292","EPJ Nuclear Sciences & Technologies","EDP Sciences",0,"Technology","http://www.epj-n.org/"
"2492-7503","Mondes Du Tourisme","Éditions Touristiques Européennes",0,"Geography. Anthropology. Recreation","http://tourisme.revues.org"
"2493-2497","International Journal of Medical Science and Public Health","nan",0,NULL,""
"2493-9439","Renewable Energy and Environmental Sustainability","EDP Sciences",0,"Technology","http://www.rees-journal.org/"
"2494-1271","OENO One","ADERA",0,"Agriculture | Science",""
"2494-2715","Le Journal De La Cybercriminalité & Des Investigations Numériques","Centre Expert contre la Cybercriminalité Français (CECyF)",0,"Law","https://journal.cecyf.fr/"
"2498-2502","International Journal of Medical Science and Public Health","nan",0,NULL,""
"2499-4324","TD Tecnologie Didattiche","Consiglio Nazionale delle Ricerche (CNR)",0,"Education","http://tdjournal.itd.cnr.it"
"2499-930X","Journal of Mediterranean Knowledge","International Centre for Studies and Research Mediterranean Knowledge",0,"Social Sciences","http://www.mediterraneanknowledge.org/publications/index.php/journal"
"2500-2856","Povolžskaâ Arheologiâ","TAS",0,"Auxiliary sciences of history","http://archaeologie.pro/en/ "
"2500-3119","Patologiâ Krovoobrašeniâ I Kardiohirurgiâ","Federal Biomedical Research Center",0,"Medicine","http://journalmeshalkin.ru/index.php/heartjournal/index"
"2500-3259","Vavilovskij  Žurnal Genetiki I Selekcii","Institute of Cytology and Genetics of Siberian Branch  of the Russian Academy of Sciences",0,"Science","http://vavilov.elpub.ru/"
"2500-3712","Propaganda in the World and Local Conflicts","Academic Publishing House Researcher  ",0,"Military Science | Political science","http://ejournal47.com/en/index.html"
"2501-062X","Romanian Journal of Internal Medicine","De Gruyter Open",0,"Medicine","http://www.degruyter.com/view/j/rjim"
"2501-2312","Romanian Journal of Military Medicine","Carol Davila University of Medicine and Pharmacy Publishing House",0,"Medicine","http://www.revistamedicinamilitara.ro/"
"2501-3165","Scientific Annals of Economics and Business","De Gruyer Open",0,"Social Sciences","https://www.degruyter.com/view/j/saeb"
"2501-3599","Oradea Journal of Business and Economics","University of Oradea Publishing House",0,"Social Sciences","http://ojbe.steconomiceuoradea.ro/"
"2501-885X","Management and Economics Review","Editura ASE",0,"Social Sciences","http://mer.ase.ro/"
"2502-1427","Inferensi Jurnal Penelitian Sosial Keagamaan","Institut Agama Islam Negeri (IAIN) Salatiga",0,"Philosophy. Psychology. Religion","http://inferensi.iainsalatiga.ac.id/index.php/inferensi/index"
"2502-1516","J@ti Undip: Jurnal Teknik Industri","Diponegoro University",0,"Technology","http://ejournal.undip.ac.id/index.php/jgti"
"2502-180X","Economic Journal of Emerging Markets","Universitas Islam Indonesia",0,"Social Sciences","http://journal.uii.ac.id/index.php/JEP"
"2502-213X","Al-Mabsut","LP3M Sekolah Tinggi Agama Islam Ngawi",0,"Philosophy. Psychology. Religion","http://ejournal.iaingawi.ac.id"
"2502-2210","Al-Tahrir","Sekolah Tinggi Agama Islam Negeri Ponorogo",0,"Philosophy. Psychology. Religion","http://jurnal.stainponorogo.ac.id/index.php/tahrir"
"2502-230X","Jurnal Cita Hukum","Universitas Islam Negeri Syarif Hidayatullah Jakarta",0,"Law","http://journal.uinjkt.ac.id/index.php/citahukum"
"2502-2377","Jurnal Sistem Informasi Bisnis","Diponegoro University",0,"Social Sciences","http://ejournal.undip.ac.id/index.php/jsinbis/index"
"2502-3128","Lambung Mangkurat Law Journal","Universitas Lambung Mangkurat",0,"Law","http://lamlaj.ulm.ac.id/id/index.php/abc"
"2502-3209","Al-Ahkam","Walisongo State Islamic University",0,"Law","http://journal.walisongo.ac.id/index.php/ahkam/index"
"2502-3357","Register: Jurnal Ilmiah Teknologi Sistem Informasi","Universitas Pesantren Tinggi Darul Ulum (Unipdu) Jombang",0,"Technology","http://www.journal.unipdu.ac.id/index.php/register"
"2502-3489","Wawasan","Universitas Islam Negeri Sunan Gunung Djati Bandung",0,"Geography. Anthropology. Recreation","http://journal.uinsgd.ac.id/index.php/jw/"
"2502-3837","Informasi","Universitas Negeri Yogyakarta",0,"Language and Literature","http://journal.uny.ac.id/index.php/informasi"
"2502-4078","Jurnal Ekonomi Modernisasi","Universitas Kanjuruhan Malang",0,"Social Sciences","http://ejournal.unikama.ac.id/index.php/JEKO/index"
"2502-454X","Educational Management","Universitas Negeri Semarang",0,"Education","http://journal.unnes.ac.id/sju/index.php/eduman"
"2502-5198","Jurnal Wasian","Balai Penelitian Kehutanan ",0,"Agriculture","http://ejournal.forda-mof.org/ejournal-litbang/index.php/JWAS"
"2502-5201","Dialektika: Jurnal Bahasa, Sastra, Dan Pendidikan Bahasa Dan Sastra Indonesia","Universitas Islam Negeri Syarif Hidayatullah Jakarta",0,"Education","http://journal.uinjkt.ac.id/index.php/dialektika/index"
"2502-5341","Muslim Heritage: Jurnal Dialog Islam Dengan Realitas","Pascasarjana STAIN Ponorogo",0,"Philosophy. Psychology. Religion","http://jurnal.stainponorogo.ac.id/index.php/muslimheritage/index"
"2502-6410","Bawal: Widya Riset Perikanan Tangkap","Pusat Penelitian dan Pengembangan Perikanan",0,"Agriculture","http://ejournal-balitbang.kkp.go.id/index.php/bawal"
"2502-6615","Journal on English as a Foreign Language","Institut Agama Islam Negeri (IAIN) Palangka Raya",0,"Language and Literature","http://e-journal.iain-palangkaraya.ac.id/index.php/jefl"
"2502-6747","Indonesian Journal of Applied Linguistics","Universitas Pendidikan Indonesia",0,"Education","http://ejournal.upi.edu/index.php/IJAL/issue/current/showToc"
"2502-714X","CESS (Journal of Computer Engineering, System and Science)","Universitas Negeri Medan",0,"Science","http://jurnal.unimed.ac.id/2012/index.php/cess"
"2502-7646","Justicia Islamica","STAIN Ponorogo",0,"Law","http://jurnal.stainponorogo.ac.id/index.php/justicia/"
"2502-7778","Jurnal Penelitian Kesehatan Suara Forikes","Forum Ilmiah Kesehatan (Forikes)",0,"Medicine","http://forikes-ejournal.com/index.php/SF"
"2502-7883","JSP: Jurnal Ilmu Sosial Dan Ilmu Politik","Universitas Gadjah Mada",0,"Political science","https://jurnal.ugm.ac.id/jsp"
"2502-8340","Al-Albab","IAIN Pontianak",0,"Philosophy. Psychology. Religion","http://jurnaliainpontianak.or.id/index.php/alalbab/index"
"2502-8359","At-Turats","IAIN Pontianak",0,"Education","http://jurnaliainpontianak.or.id/index.php/atturats"
"2502-8537","Jurnal Kependudukan Indonesia","Research Center for Population",0,"Social Sciences","http://ejurnal.kependudukan.lipi.go.id/"
"2502-9266","Communications in Science and Technology","Komunitas Ilmuwan dan Profesional Muslim Indonesia",0,"Science","http://cst.kipmi.or.id/"
"2502-9274","Jurnal Ilmu Komputer Dan Informasi","Universitas Indonesia",0,"Science","http://jiki.cs.ui.ac.id/index.php/jiki"
"2502-9401","Journal of Applied Intelligent System","Universitas Dian Nuswantoro",0,"Science","http://publikasi.dinus.ac.id/index.php/jais"
"2503-040X","Register Journal","IAIN Salatiga",0,"Language and Literature","http://journalregister.iainsalatiga.ac.id/index.php/register/index"
"2503-0825","Journal of Dentomaxillofacial Science","Hasanuddin University",0,"Medicine","http://jdmfs.org"
"2503-1023","Jurnal Media Hukum","Universitas Muhammadiyah Yogyakarta",0,"Law","http://journal.umy.ac.id/index.php/jmh"
"2503-1600","Jurnal Medika Veterinaria","Syiah Kuala University",0,"Agriculture","http://jurnal.unsyiah.ac.id/JMV"
"2503-183X","Jurnal Gizi Dan Dietetik Indonesia","Alma Ata University Press",0,"Technology","http://ejournal.almaata.ac.id/index.php/IJND"
"2503-1856","JNKI: Jurnal Ners Dan Kebidanan Indonesia","Alma Ata University Press",0,"Medicine","http://ejournal.almaata.ac.id/index.php/JNKI/index"
"2503-1899","Jurnal Teknik Sipil Dan Perencanaan","Universitas Negeri Semarang",0,"Fine Arts","http://journal.unnes.ac.id/nju/index.php/jtsp"
"2503-1902","Jurnal Ilmiah Ibnu Sina","Akademi Farmasi ISFI Banjarmasin",0,"Medicine","http://jiis.akfar-isfibjm.ac.id/index.php/JIIS/index"
"2503-1929","At-Tahdzib","Sekolah Tinggi Agama Islam At Tahdzib Jombang",0,"Philosophy. Psychology. Religion","http://ejournal.kopertais4.or.id/index.php/tahdzib/manager"
"2503-2178","Journal of Biomedicine and Translational Research","Diponegoro University",0,"Medicine","http://ejournal2.undip.ac.id/index.php/jbtr"
"2503-2194","JEELS: Journal of English Education and Linguistics Studies","State College of Islamic Studies (STAIN) Kediri",0,"Education","http://jurnal.stainkediri.ac.id/index.php/jeels/index"
"2503-2507","International Journal of Medical Science and Public Health","nan",0,NULL,""
"2503-250X","Informal: Informatics Journal","Universitas Jember",0,"Science","http://jurnal.unej.ac.id/index.php/INFORMAL"
"2503-281X","Jurnal Konseling Gusjigang","Universitas Muria Kudus",0,"Philosophy. Psychology. Religion","http://jurnal.umk.ac.id/index.php/gusjigang/index"
"2503-3360","Jurnal Bina Praja","Ministry of Home Affairs, Research and Development Agency",0,"Political science","http://binaprajajournal.com/ojs/index.php/jbp/index"
"2503-3530","Profesi Pendidikan Dasar","Muhammadiyah University Press",0,"Education","http://journals.ums.ac.id/index.php/ppd/"
"2503-3778","Religió: Jurnal Studi Agama-Agama","Universitas Islam Negeri Sunan Ampel Surabaya",0,"Philosophy. Psychology. Religion","http://religio.uinsby.ac.id/index.php/religio/index"
"2503-4227","Dinika: Academic Journal of Islamic Studies","IAIN Surakarta",0,"Philosophy. Psychology. Religion","http://ejournal.iain-surakarta.ac.id/index.php/dinika"
"2503-4243","Shirkah Journal of Economics and Business ","IAIN Surakarta",0,"Social Sciences","http://shirkah.or.id/new-ojs/index.php/home"
"2503-5010","Jurnal Riset Teknologi Pencegahan Pencemaran Industri","Balai Besar Teknologi Pencegahan Pencemaran Industri",0,"Technology","http://ejournal.kemenperin.go.id/jrtppi"
"2505-1016","Journal of Pharmaceutical Research and Regulatory Affairs","Brainy Buzz",0,NULL,""
"2505-1024","Journal of Economic Research and Studies","Brainy Buzz",0,NULL,""
"2505-1040","Journal of Political Affairs and Public Administration","Brainy Buzz",0,NULL,""
"2505-1059","Journal of Agricultural Research and Innovative Technologies","Brainy Buzz",0,NULL,""
"2506-6587","Journal of European Periodical Studies","Ghent University",0,"General Works","http://ojs.ugent.be/jeps"
"2506-8016","European Journal of Engineering Research and Science","nan",0,NULL,""
"2508-2511","International Journal of Medical Science and Public Health","nan",0,NULL,""
"2512-2517","International Journal of Medical Science and Public Health","nan",0,NULL,""
"2513-8421","Journal of Embodied Research","Open Library of Humanities",0,"Arts and Humanities","http://jer.openlibhums.org/"
"2517-9993","IETI Transactions on Business and Management Sciences","International Engineering and Technology Institute",0,"Social Sciences","http://www.ieti.net/BMS"
"2518-0096","Asian Journal of Social Sciences and Management Studies","Asian Online Journal Publishing Group",0,NULL,""
"2518-010X","Asian Journal of Economics and Empirical Research","Asian Online Journal Publishing Group",0,NULL,""
"2518-0118","Economy","Asian Online Journal Publishing Group",0,NULL,""
"2518-0126","Journal of Life Sciences Research","Asian Online Journal Publishing Group",0,NULL,""
"2518-0134","Asian Review of Environmental and Earth Sciences","Asian Online Journal Publishing Group",0,NULL,""
"2518-0142","Asian Bulletin of Energy Economics and Technology","Asian Online Journal Publishing Group",0,NULL,""
"2518-0150","Asian Engineering Review","Asian Online Journal Publishing Group",0,NULL,""
"2518-0169","Journal of Education and E-Learning Research","Asian Online Journal Publishing Group",0,NULL,""
"2518-0177","World Scientific Research","Asian Online Journal Publishing Group",0,NULL,""
"2518-0185","Growth","Asian Online Journal Publishing Group",0,NULL,""
"2518-1866","Filosofiâ I Kosmologiâ","International Society of Philosophy and Cosmology",0,"Philosophy. Psychology. Religion","http://ispcjournal.org/"
"2518-2521","International Journal of Medical Science and Public Health","nan",0,NULL,""
"2518-2544","Asian Development Policy Review","Asian Economic and Social Society (AESS)",0,NULL,""
"2518-2994","Advances in Technology Innovation","Taiwan Association of Engineering and Technology Innovation",0,"Technology","http://ojs.imeti.org/index.php/AITI/"
"2518-3761","European Law and Politics Journal","nan",0,NULL,""
"2519-1896","Acta Scientiae Et Intellectus","nan",0,NULL,""
"2522-2525","International Journal of Medical Science and Public Health","nan",0,NULL,""
"2526-2530","International Journal of Medical Science and Public Health","nan",0,NULL,""
"2527-2799","Bioeksperimen: Jurnal Penelitian Biologi","Muhammadiyah University Press",0,"Science","http://journals.ums.ac.id/index.php/bioeksperimen"
"2527-3809","Sriwijaya Journal of Environment","Graduate Program Sriwijaya University",0,"Geography. Anthropology. Recreation","http://www.ojs.pps.unsri.ac.id/index.php/ppsunsri"
"2527-3825","Agritech","Universitas Gadjah Mada",0,"Agriculture","http://jurnal.ugm.ac.id/agritech/"
"2527-4406","Arena Hukum","University of Brawijaya",0,"Law","http://arenahukum.ub.ac.id/index.php/arena"
"2527-4937","Dentino Jurnal Kedokteran Gigi","Universitas Lambung Mangkurat",0,"Medicine","http://ppjp.unlam.ac.id/journal/index.php/dentino"
"2527-5119","Al-A'raf: Jurnal Pemikiran Islam Dan Filsafat","IAIN Surakarta",0,"Philosophy. Psychology. Religion","http://ejournal.iain-surakarta.ac.id/index.php/al-araf/index"
"2527-5607","Kalamatika","Universitas Muhammadiyah",0,"Education","http://kalamatika.matematika-uhamka.com/index.php/kmk/index"
